time,latitude,longitude,pitch,yaw,roll,altitude,heading,gvelocity,vvelocity,fvelocity,xaccel,yaccel,zaccel,aoa,gratio,temperature,distance
(yyyy-MM-ddTHH:mm:ssZ),(deg),(deg),(deg),(deg),(deg),(m),(deg),(km/hr),(km/hr),(km/hr),(m/s2),(m/s2),(m/s2),(deg),(ratio),(celsius),(km)
2017-04-13T15:09:46Z,51.057938,-114.127792,177.44,279.5,73.5,1101.12,-73.38,72.05,-225,236.26,124.9,-8100,-6440.72,0,-0.32,13.38,0.709705556
2017-04-13T15:09:47Z,51.05803,-114.127792,178.75,279.75,72.69,1101.62,-75.22,36.69,-1800,1800.37,-127.29,-5670,5630.83,0,-0.02,13.31,0.719897222
2017-04-13T15:09:48Z,51.05812,-114.127793,178.81,279.5,71.88,1101.25,-74.48,36.03,1350,1350.48,-2.39,11340,-1619.62,0,0.03,13.38,0.729905556
2017-04-13T15:09:49Z,51.058215,-114.127795,177.12,278.94,72.44,1101.75,-79.38,38.03,-1800,1800.4,7.2,-11340,1619.72,0,-0.02,13.31,0.740469444
2017-04-13T15:09:50Z,51.05831,-114.127797,174.44,278.56,73.69,1101.5,-86.61,38.03,900,900.8,0.01,9720,-3238.55,0,0.04,13.31,0.751033333
2017-04-13T15:09:51Z,51.058403,-114.127797,-179.88,281.94,84,1100.44,-85.88,37.36,3825,3825.18,-2.41,10530,10527.77,0,0.01,13.25,0.761411111
2017-04-13T15:09:52Z,51.058482,-114.127795,179.25,283.12,84.56,1099.94,-87.05,31.36,1800,1800.27,-21.61,-7290,-7289.67,0,0.02,13.25,0.770122222
2017-04-13T15:09:54Z,51.058587,-114.127778,133,287.56,74.88,1100.81,-76.29,42.24,-3150,3150.28,39.18,-17820,4860.04,0,-0.01,13.25,0.781855556
2017-04-13T15:09:55Z,51.058622,-114.127745,139.44,313.5,69.19,1100.62,1.59,16.33,675,675.2,-93.28,13770,-8910.31,0,0.02,13.25,0.786391667
2017-04-13T15:09:56Z,51.058648,-114.127683,145.56,336.44,64.31,1100.88,42.71,18.83,-900,900.2,9.02,-5670,810,0,-0.02,13.25,0.791622222
2017-04-13T15:09:57Z,51.058665,-114.127592,153.19,350.69,63.94,1101.38,51.12,24.01,-1800,1800.16,18.64,-3240,3239.87,0,-0.01,13.19,0.798291667
2017-04-13T15:09:58Z,51.058673,-114.127478,155.81,355.94,64.62,1100.94,45.29,28.71,1575,1575.26,16.92,12150,-809.63,0,0.02,13.19,0.806266667
2017-04-13T15:09:59Z,51.05868,-114.127348,160.12,2.75,69.88,1100.94,56.88,32.82,0,32.82,14.79,-5670,-5552.81,0,0,13.19,0.815383333
2017-04-13T15:10:00Z,51.05868,-114.127205,163.12,4.25,69.19,1101,61.95,36.06,-225,227.87,11.68,-810,702.2,0,-0.16,13.12,0.8254
2017-04-13T15:10:02Z,51.058678,-114.126897,164.5,4.62,70.12,1101.06,64.61,77.58,-225,238,149.46,0,36.46,0,-0.34,13.12,0.84695
2017-04-13T15:10:03Z,51.05868,-114.126733,165.06,4.81,71.88,1101.5,67.15,41.1,-1575,1575.54,-131.32,-4860,4815.14,0,-0.03,13.12,0.858366667
2017-04-13T15:10:04Z,51.058683,-114.126572,168.56,346.94,67.94,1101,-3.76,40.69,1800,1800.46,-1.45,12150,809.73,0,0.02,13.06,0.869669444
2017-04-13T15:10:05Z,51.058688,-114.126412,0.56,358.62,84.81,1100.94,-11.38,40.3,225,228.58,-1.41,-5670,-5658.76,0,0.18,13.06,0.880863889
